panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_min,price_max
Trina Solar_350W_Monocrystalline_4766,Trina Solar,Monocrystalline,350.0,24.0,0.8,0.05,0.11,1.61,0.96,1.55,91452.0,152420.0
Trina Solar_310W_Monocrystalline_4799,Trina Solar,Monocrystalline,310.0,48.0,0.8,0.05,0.08,1.64,0.93,1.53,72410.0,120682.0
Trina Solar_330W_Monocrystalline_4935,Trina Solar,Monocrystalline,330.0,12.0,0.79,0.04,0.1,1.62,0.95,1.54,75398.0,125664.0
Trina Solar_560W_Monocrystalline_4936,Trina Solar,Monocrystalline,560.0,48.0,0.8,0.04,0.09,2.02,1.0,2.02,120766.0,201276.0
Trina Solar_310W_Monocrystalline_4998,Trina Solar,Monocrystalline,310.0,36.0,0.8,0.04,0.09,1.62,0.94,1.52,60953.0,101589.0
Trina Solar_230W_Polycrystalline_22,Trina Solar,Polycrystalline,230.0,24.0,0.82,0.06,0.11,1.55,0.95,1.47,41420.0,69034.0
Trina Solar_480W_Polycrystalline_48,Trina Solar,Polycrystalline,480.0,12.0,0.82,0.06,0.09,2.01,1.0,2.01,87049.0,145081.0
Trina Solar_470W_Polycrystalline_196,Trina Solar,Polycrystalline,470.0,12.0,0.81,0.06,0.08,2.0,1.0,2.0,79953.0,133255.0
Trina Solar_120W_Polycrystalline_254,Trina Solar,Polycrystalline,120.0,24.0,0.78,0.06,0.11,1.16,0.57,0.66,22258.0,37096.0
Trina Solar_450W_Polycrystalline_342,Trina Solar,Polycrystalline,450.0,12.0,0.78,0.06,0.08,1.73,0.99,1.71,78010.0,130018.0
Trina Solar_550W_Polycrystalline_422,Trina Solar,Polycrystalline,550.0,24.0,0.81,0.06,0.11,2.0,1.0,2.0,101236.0,168728.0
Trina Solar_530W_Polycrystalline_524,Trina Solar,Polycrystalline,530.0,12.0,0.79,0.06,0.12,2.02,1.0,2.02,96338.0,160562.0
Trina Solar_510W_Polycrystalline_531,Trina Solar,Polycrystalline,510.0,48.0,0.79,0.04,0.09,2.03,1.0,2.03,124325.0,207209.0
Trina Solar_300W_Polycrystalline_544,Trina Solar,Polycrystalline,300.0,36.0,0.81,0.04,0.08,1.68,0.96,1.61,67329.0,112215.0
Trina Solar_220W_Polycrystalline_560,Trina Solar,Polycrystalline,220.0,36.0,0.8,0.04,0.1,1.5,0.95,1.42,52633.0,87721.0
Trina Solar_390W_Polycrystalline_694,Trina Solar,Polycrystalline,390.0,48.0,0.82,0.05,0.09,1.75,1.0,1.75,89546.0,149244.0
Trina Solar_510W_Polycrystalline_717,Trina Solar,Polycrystalline,510.0,24.0,0.8,0.04,0.1,2.04,1.0,2.04,118805.0,198009.0
Trina Solar_330W_Polycrystalline_720,Trina Solar,Polycrystalline,330.0,48.0,0.79,0.06,0.12,1.61,0.96,1.55,68474.0,114122.0
Trina Solar_230W_Polycrystalline_736,Trina Solar,Polycrystalline,230.0,48.0,0.8,0.06,0.09,1.53,0.82,1.25,40341.0,67235.0
Trina Solar_490W_Polycrystalline_746,Trina Solar,Polycrystalline,490.0,24.0,0.8,0.04,0.11,2.02,1.0,2.02,115682.0,192802.0
Trina Solar_230W_Polycrystalline_763,Trina Solar,Polycrystalline,230.0,48.0,0.8,0.05,0.08,1.6,0.81,1.3,45691.0,76151.0
Trina Solar_500W_Polycrystalline_765,Trina Solar,Polycrystalline,500.0,12.0,0.82,0.04,0.08,2.04,1.0,2.04,98960.0,164932.0
Trina Solar_510W_Polycrystalline_789,Trina Solar,Polycrystalline,510.0,36.0,0.79,0.05,0.11,2.03,1.0,2.03,119580.0,199300.0
Trina Solar_440W_Polycrystalline_863,Trina Solar,Polycrystalline,440.0,24.0,0.79,0.05,0.09,1.88,0.99,1.86,100775.0,167959.0
Trina Solar_540W_Polycrystalline_866,Trina Solar,Polycrystalline,540.0,36.0,0.81,0.05,0.12,2.03,1.0,2.03,124890.0,208150.0
Trina Solar_200W_Polycrystalline_906,Trina Solar,Polycrystalline,200.0,36.0,0.8,0.05,0.11,1.55,0.9,1.4,39175.0,65291.0
Trina Solar_130W_Polycrystalline_930,Trina Solar,Polycrystalline,130.0,48.0,0.79,0.04,0.11,1.28,0.68,0.87,25258.0,42096.0
Trina Solar_440W_Polycrystalline_960,Trina Solar,Polycrystalline,440.0,12.0,0.81,0.04,0.12,1.7,1.0,1.7,83654.0,139424.0
Trina Solar_370W_Polycrystalline_968,Trina Solar,Polycrystalline,370.0,24.0,0.82,0.05,0.09,1.71,1.0,1.71,92832.0,154720.0
Trina Solar_430W_Polycrystalline_1056,Trina Solar,Polycrystalline,430.0,48.0,0.79,0.05,0.11,1.71,1.0,1.71,77124.0,128540.0
Trina Solar_210W_Polycrystalline_1124,Trina Solar,Polycrystalline,210.0,48.0,0.82,0.05,0.1,1.58,0.85,1.34,38752.0,64588.0
Trina Solar_470W_Polycrystalline_1164,Trina Solar,Polycrystalline,470.0,36.0,0.8,0.05,0.08,2.04,1.0,2.04,109814.0,183024.0
Trina Solar_210W_Polycrystalline_1169,Trina Solar,Polycrystalline,210.0,48.0,0.8,0.05,0.1,1.58,0.9,1.42,48808.0,81348.0
Trina Solar_150W_Polycrystalline_1234,Trina Solar,Polycrystalline,150.0,12.0,0.81,0.06,0.11,1.07,0.67,0.72,27372.0,45620.0
Trina Solar_80W_Polycrystalline_1257,Trina Solar,Polycrystalline,80.0,48.0,0.78,0.05,0.08,1.18,0.64,0.76,20060.0,33434.0
Trina Solar_430W_Polycrystalline_1281,Trina Solar,Polycrystalline,430.0,48.0,0.8,0.05,0.08,1.76,1.0,1.76,106745.0,177909.0
Trina Solar_330W_Polycrystalline_1312,Trina Solar,Polycrystalline,330.0,12.0,0.78,0.06,0.11,1.64,0.94,1.54,76003.0,126671.0
Trina Solar_440W_Polycrystalline_1313,Trina Solar,Polycrystalline,440.0,24.0,0.78,0.05,0.12,1.91,0.99,1.89,114582.0,190970.0
Trina Solar_240W_Polycrystalline_1371,Trina Solar,Polycrystalline,240.0,24.0,0.82,0.06,0.11,1.59,0.95,1.51,52309.0,87181.0
Trina Solar_100W_Polycrystalline_1395,Trina Solar,Polycrystalline,100.0,48.0,0.8,0.06,0.11,1.27,0.63,0.8,24768.0,41280.0
Trina Solar_370W_Polycrystalline_1408,Trina Solar,Polycrystalline,370.0,24.0,0.78,0.05,0.08,1.83,1.0,1.83,73394.0,122322.0
Trina Solar_270W_Polycrystalline_1483,Trina Solar,Polycrystalline,270.0,12.0,0.8,0.05,0.08,1.6,0.95,1.52,61115.0,101859.0
Trina Solar_70W_Polycrystalline_1603,Trina Solar,Polycrystalline,70.0,48.0,0.78,0.04,0.08,1.03,0.68,0.7,14382.0,23970.0
Trina Solar_190W_Polycrystalline_1618,Trina Solar,Polycrystalline,190.0,12.0,0.79,0.05,0.11,1.53,0.92,1.41,46115.0,76859.0
Trina Solar_270W_Polycrystalline_1651,Trina Solar,Polycrystalline,270.0,24.0,0.79,0.04,0.1,1.62,0.99,1.6,60843.0,101405.0
Trina Solar_290W_Polycrystalline_1699,Trina Solar,Polycrystalline,290.0,36.0,0.79,0.05,0.09,1.66,0.97,1.61,59390.0,98984.0
Trina Solar_180W_Polycrystalline_1705,Trina Solar,Polycrystalline,180.0,12.0,0.79,0.04,0.1,1.55,0.91,1.41,42103.0,70171.0
Trina Solar_520W_Polycrystalline_1719,Trina Solar,Polycrystalline,520.0,12.0,0.8,0.05,0.1,2.0,1.0,2.0,95467.0,159111.0
Trina Solar_440W_Polycrystalline_1745,Trina Solar,Polycrystalline,440.0,36.0,0.81,0.04,0.1,1.81,0.99,1.79,104510.0,174182.0
Trina Solar_600W_Polycrystalline_1784,Trina Solar,Polycrystalline,600.0,12.0,0.79,0.05,0.09,2.03,1.0,2.03,144844.0,241408.0
Trina Solar_130W_Polycrystalline_1821,Trina Solar,Polycrystalline,130.0,36.0,0.8,0.05,0.11,1.11,0.61,0.68,22959.0,38265.0
Trina Solar_160W_Polycrystalline_1973,Trina Solar,Polycrystalline,160.0,48.0,0.8,0.05,0.12,1.52,0.93,1.41,39246.0,65410.0
Trina Solar_520W_Polycrystalline_1989,Trina Solar,Polycrystalline,520.0,36.0,0.82,0.04,0.09,2.03,1.0,2.03,108326.0,180544.0
Trina Solar_540W_Polycrystalline_2009,Trina Solar,Polycrystalline,540.0,36.0,0.79,0.05,0.09,2.05,1.0,2.05,120556.0,200928.0
Trina Solar_190W_Polycrystalline_2076,Trina Solar,Polycrystalline,190.0,48.0,0.81,0.05,0.1,1.52,0.81,1.23,48402.0,80670.0
Trina Solar_340W_Polycrystalline_2095,Trina Solar,Polycrystalline,340.0,48.0,0.81,0.05,0.1,1.6,0.92,1.47,83145.0,138575.0
Trina Solar_300W_Polycrystalline_2134,Trina Solar,Polycrystalline,300.0,48.0,0.81,0.04,0.1,1.68,0.93,1.56,74115.0,123525.0
Trina Solar_440W_Polycrystalline_2145,Trina Solar,Polycrystalline,440.0,48.0,0.82,0.05,0.09,1.75,1.0,1.75,100640.0,167732.0
Trina Solar_560W_Polycrystalline_2149,Trina Solar,Polycrystalline,560.0,48.0,0.82,0.05,0.1,2.01,1.0,2.01,102454.0,170756.0
Trina Solar_180W_Polycrystalline_2159,Trina Solar,Polycrystalline,180.0,24.0,0.81,0.06,0.1,1.52,0.88,1.34,30400.0,50666.0
Trina Solar_230W_Polycrystalline_2163,Trina Solar,Polycrystalline,230.0,36.0,0.78,0.05,0.11,1.54,0.87,1.34,56164.0,93608.0
Trina Solar_430W_Polycrystalline_2171,Trina Solar,Polycrystalline,430.0,48.0,0.79,0.06,0.11,1.82,1.0,1.82,94028.0,156712.0
Trina Solar_480W_Polycrystalline_2192,Trina Solar,Polycrystalline,480.0,36.0,0.81,0.04,0.11,2.01,1.0,2.01,111131.0,185219.0
Trina Solar_540W_Polycrystalline_2346,Trina Solar,Polycrystalline,540.0,12.0,0.81,0.05,0.11,2.01,1.0,2.01,97938.0,163230.0
Trina Solar_470W_Polycrystalline_2375,Trina Solar,Polycrystalline,470.0,36.0,0.79,0.04,0.11,2.04,1.0,2.04,119614.0,199358.0
Trina Solar_270W_Polycrystalline_2451,Trina Solar,Polycrystalline,270.0,24.0,0.81,0.05,0.12,1.64,0.98,1.61,61372.0,102286.0
Trina Solar_360W_Polycrystalline_2457,Trina Solar,Polycrystalline,360.0,24.0,0.79,0.05,0.09,1.76,1.0,1.76,72948.0,121580.0
Trina Solar_190W_Polycrystalline_2460,Trina Solar,Polycrystalline,190.0,36.0,0.81,0.05,0.09,1.52,0.97,1.47,41746.0,69576.0
Trina Solar_380W_Polycrystalline_2475,Trina Solar,Polycrystalline,380.0,48.0,0.78,0.04,0.09,1.77,0.99,1.75,69669.0,116115.0
Trina Solar_170W_Polycrystalline_2540,Trina Solar,Polycrystalline,170.0,36.0,0.8,0.05,0.1,1.53,0.83,1.27,30420.0,50700.0
Trina Solar_80W_Polycrystalline_2557,Trina Solar,Polycrystalline,80.0,12.0,0.8,0.05,0.1,1.27,0.51,0.65,17968.0,29946.0
Trina Solar_170W_Polycrystalline_2578,Trina Solar,Polycrystalline,170.0,24.0,0.79,0.06,0.08,1.51,0.87,1.31,36422.0,60704.0
Trina Solar_160W_Polycrystalline_2612,Trina Solar,Polycrystalline,160.0,48.0,0.81,0.05,0.1,1.54,0.88,1.36,37224.0,62040.0
Trina Solar_460W_Polycrystalline_2617,Trina Solar,Polycrystalline,460.0,24.0,0.81,0.05,0.11,2.04,1.0,2.04,118432.0,197386.0
Trina Solar_200W_Polycrystalline_2666,Trina Solar,Polycrystalline,200.0,12.0,0.8,0.05,0.09,1.57,0.98,1.54,38960.0,64932.0
Trina Solar_230W_Polycrystalline_2692,Trina Solar,Polycrystalline,230.0,24.0,0.82,0.06,0.1,1.51,0.96,1.45,50158.0,83596.0
Trina Solar_180W_Polycrystalline_2700,Trina Solar,Polycrystalline,180.0,24.0,0.82,0.05,0.1,1.53,0.98,1.5,43268.0,72114.0
Trina Solar_540W_Polycrystalline_2706,Trina Solar,Polycrystalline,540.0,48.0,0.79,0.05,0.09,2.01,1.0,2.01,105530.0,175882.0
Trina Solar_540W_Polycrystalline_2708,Trina Solar,Polycrystalline,540.0,36.0,0.8,0.04,0.09,2.0,1.0,2.0,100035.0,166725.0
Trina Solar_470W_Polycrystalline_2753,Trina Solar,Polycrystalline,470.0,36.0,0.78,0.06,0.09,2.01,1.0,2.01,86288.0,143812.0
Trina Solar_340W_Polycrystalline_2758,Trina Solar,Polycrystalline,340.0,24.0,0.81,0.06,0.12,1.66,0.94,1.56,85504.0,142508.0
Trina Solar_340W_Polycrystalline_2839,Trina Solar,Polycrystalline,340.0,48.0,0.81,0.06,0.11,1.62,0.99,1.6,70354.0,117258.0
Trina Solar_590W_Polycrystalline_2840,Trina Solar,Polycrystalline,590.0,24.0,0.81,0.05,0.12,2.01,1.0,2.01,102556.0,170928.0
Trina Solar_70W_Polycrystalline_2847,Trina Solar,Polycrystalline,70.0,24.0,0.82,0.05,0.1,1.0,0.63,0.63,13722.0,22870.0
Trina Solar_160W_Polycrystalline_2857,Trina Solar,Polycrystalline,160.0,48.0,0.81,0.06,0.11,1.51,0.92,1.39,33512.0,55852.0
Trina Solar_60W_Polycrystalline_2953,Trina Solar,Polycrystalline,60.0,12.0,0.81,0.04,0.1,1.17,0.64,0.75,10667.0,17779.0
Trina Solar_320W_Polycrystalline_3052,Trina Solar,Polycrystalline,320.0,48.0,0.81,0.05,0.11,1.67,0.91,1.52,75895.0,126491.0
Trina Solar_310W_Polycrystalline_3119,Trina Solar,Polycrystalline,310.0,12.0,0.81,0.04,0.09,1.65,0.96,1.58,72370.0,120618.0
Trina Solar_510W_Polycrystalline_3168,Trina Solar,Polycrystalline,510.0,36.0,0.8,0.05,0.09,2.01,1.0,2.01,102531.0,170885.0
Trina Solar_600W_Polycrystalline_3218,Trina Solar,Polycrystalline,600.0,12.0,0.79,0.05,0.09,2.05,1.0,2.05,150182.0,250302.0
Trina Solar_210W_Polycrystalline_3261,Trina Solar,Polycrystalline,210.0,48.0,0.79,0.06,0.1,1.55,0.84,1.3,46467.0,77445.0
Trina Solar_410W_Polycrystalline_3290,Trina Solar,Polycrystalline,410.0,24.0,0.8,0.05,0.12,1.72,1.0,1.72,99224.0,165372.0
Trina Solar_540W_Polycrystalline_3297,Trina Solar,Polycrystalline,540.0,12.0,0.79,0.05,0.11,2.02,1.0,2.02,110651.0,184419.0
Trina Solar_560W_Polycrystalline_3378,Trina Solar,Polycrystalline,560.0,24.0,0.79,0.04,0.1,2.03,1.0,2.03,140900.0,234832.0
Trina Solar_410W_Polycrystalline_3396,Trina Solar,Polycrystalline,410.0,36.0,0.8,0.05,0.1,1.9,1.0,1.9,106195.0,176991.0
Trina Solar_580W_Polycrystalline_3491,Trina Solar,Polycrystalline,580.0,36.0,0.8,0.06,0.08,2.02,1.0,2.02,146917.0,244861.0
Trina Solar_530W_Polycrystalline_3506,Trina Solar,Polycrystalline,530.0,12.0,0.79,0.06,0.09,2.05,1.0,2.05,126482.0,210804.0
Trina Solar_250W_Polycrystalline_3514,Trina Solar,Polycrystalline,250.0,36.0,0.81,0.04,0.08,1.54,0.99,1.52,61937.0,103229.0
Trina Solar_320W_Polycrystalline_3568,Trina Solar,Polycrystalline,320.0,36.0,0.79,0.05,0.11,1.65,0.94,1.55,83272.0,138788.0
Trina Solar_490W_Polycrystalline_3692,Trina Solar,Polycrystalline,490.0,48.0,0.81,0.05,0.11,2.03,1.0,2.03,122950.0,204918.0
Trina Solar_380W_Polycrystalline_3702,Trina Solar,Polycrystalline,380.0,36.0,0.8,0.06,0.12,1.74,1.0,1.74,79618.0,132698.0
Trina Solar_230W_Polycrystalline_3709,Trina Solar,Polycrystalline,230.0,48.0,0.79,0.06,0.09,1.51,0.89,1.34,51876.0,86460.0
Trina Solar_590W_Polycrystalline_3765,Trina Solar,Polycrystalline,590.0,12.0,0.8,0.06,0.1,2.04,1.0,2.04,126281.0,210469.0
Trina Solar_370W_Polycrystalline_3782,Trina Solar,Polycrystalline,370.0,12.0,0.79,0.04,0.09,1.73,0.99,1.71,92624.0,154372.0
Trina Solar_580W_Polycrystalline_3812,Trina Solar,Polycrystalline,580.0,48.0,0.81,0.06,0.11,2.04,1.0,2.04,118438.0,197398.0
Trina Solar_600W_Polycrystalline_3877,Trina Solar,Polycrystalline,600.0,12.0,0.82,0.05,0.12,2.01,1.0,2.01,156794.0,261324.0
Trina Solar_290W_Polycrystalline_3922,Trina Solar,Polycrystalline,290.0,48.0,0.8,0.04,0.11,1.62,0.92,1.49,73321.0,122201.0
Trina Solar_580W_Polycrystalline_4025,Trina Solar,Polycrystalline,580.0,24.0,0.79,0.06,0.1,2.03,1.0,2.03,103807.0,173011.0
Trina Solar_460W_Polycrystalline_4026,Trina Solar,Polycrystalline,460.0,36.0,0.81,0.05,0.12,2.03,1.0,2.03,111183.0,185305.0
Trina Solar_130W_Polycrystalline_4042,Trina Solar,Polycrystalline,130.0,24.0,0.81,0.04,0.1,1.29,0.56,0.72,28880.0,48132.0
Trina Solar_130W_Polycrystalline_4151,Trina Solar,Polycrystalline,130.0,24.0,0.79,0.05,0.1,1.05,0.69,0.72,24044.0,40072.0
Trina Solar_300W_Polycrystalline_4153,Trina Solar,Polycrystalline,300.0,12.0,0.8,0.04,0.12,1.65,0.95,1.57,70688.0,117812.0
Trina Solar_190W_Polycrystalline_4157,Trina Solar,Polycrystalline,190.0,12.0,0.78,0.05,0.08,1.54,0.87,1.34,41110.0,68518.0
Trina Solar_350W_Polycrystalline_4171,Trina Solar,Polycrystalline,350.0,24.0,0.79,0.04,0.11,1.66,0.95,1.58,84160.0,140268.0
Trina Solar_280W_Polycrystalline_4178,Trina Solar,Polycrystalline,280.0,12.0,0.8,0.06,0.08,1.69,0.96,1.62,51358.0,85596.0
Trina Solar_360W_Polycrystalline_4184,Trina Solar,Polycrystalline,360.0,24.0,0.8,0.05,0.08,1.92,1.0,1.92,90330.0,150550.0
Trina Solar_120W_Polycrystalline_4202,Trina Solar,Polycrystalline,120.0,36.0,0.78,0.05,0.1,1.15,0.54,0.62,25690.0,42818.0
Trina Solar_380W_Polycrystalline_4276,Trina Solar,Polycrystalline,380.0,24.0,0.8,0.06,0.11,1.7,1.0,1.7,65827.0,109711.0
Trina Solar_250W_Polycrystalline_4287,Trina Solar,Polycrystalline,250.0,48.0,0.8,0.05,0.09,1.51,0.94,1.42,53794.0,89656.0
Trina Solar_330W_Polycrystalline_4345,Trina Solar,Polycrystalline,330.0,12.0,0.81,0.05,0.1,1.65,0.94,1.55,74732.0,124552.0
Trina Solar_360W_Polycrystalline_4370,Trina Solar,Polycrystalline,360.0,24.0,0.8,0.04,0.09,1.95,0.99,1.93,74839.0,124731.0
Trina Solar_130W_Polycrystalline_4393,Trina Solar,Polycrystalline,130.0,24.0,0.78,0.06,0.11,1.15,0.52,0.6,22885.0,38141.0
Trina Solar_430W_Polycrystalline_4428,Trina Solar,Polycrystalline,430.0,36.0,0.8,0.06,0.11,1.76,1.0,1.76,75832.0,126386.0
Trina Solar_110W_Polycrystalline_4455,Trina Solar,Polycrystalline,110.0,12.0,0.81,0.04,0.12,1.3,0.6,0.78,26832.0,44720.0
Trina Solar_120W_Polycrystalline_4463,Trina Solar,Polycrystalline,120.0,24.0,0.79,0.04,0.11,1.29,0.55,0.71,23354.0,38924.0
Trina Solar_80W_Polycrystalline_4482,Trina Solar,Polycrystalline,80.0,36.0,0.81,0.04,0.11,1.04,0.54,0.56,17894.0,29822.0
Trina Solar_430W_Polycrystalline_4559,Trina Solar,Polycrystalline,430.0,36.0,0.79,0.04,0.09,1.82,0.99,1.8,80388.0,133980.0
Trina Solar_90W_Polycrystalline_4585,Trina Solar,Polycrystalline,90.0,36.0,0.8,0.06,0.09,1.03,0.58,0.6,20222.0,33704.0
Trina Solar_340W_Polycrystalline_4587,Trina Solar,Polycrystalline,340.0,36.0,0.79,0.04,0.09,1.69,0.99,1.67,81630.0,136050.0
Trina Solar_50W_Polycrystalline_4601,Trina Solar,Polycrystalline,50.0,48.0,0.78,0.04,0.11,1.13,0.57,0.64,10266.0,17110.0
Trina Solar_310W_Polycrystalline_4632,Trina Solar,Polycrystalline,310.0,24.0,0.8,0.05,0.12,1.63,0.93,1.52,68967.0,114945.0
Trina Solar_200W_Polycrystalline_4673,Trina Solar,Polycrystalline,200.0,36.0,0.79,0.06,0.11,1.55,0.87,1.35,41048.0,68414.0
Trina Solar_530W_Polycrystalline_4743,Trina Solar,Polycrystalline,530.0,24.0,0.81,0.06,0.1,2.02,1.0,2.02,101956.0,169928.0
Trina Solar_400W_Polycrystalline_4789,Trina Solar,Polycrystalline,400.0,12.0,0.81,0.04,0.09,1.85,1.0,1.85,73070.0,121782.0
Trina Solar_340W_Polycrystalline_4813,Trina Solar,Polycrystalline,340.0,12.0,0.79,0.04,0.11,1.61,0.98,1.58,73585.0,122641.0
Trina Solar_220W_Polycrystalline_4861,Trina Solar,Polycrystalline,220.0,12.0,0.8,0.05,0.1,1.56,0.84,1.31,44925.0,74875.0
Trina Solar_60W_Polycrystalline_4902,Trina Solar,Polycrystalline,60.0,24.0,0.81,0.05,0.11,1.04,0.65,0.68,11466.0,19110.0
Trina Solar_450W_Polycrystalline_4926,Trina Solar,Polycrystalline,450.0,24.0,0.82,0.06,0.08,1.89,1.0,1.89,106276.0,177128.0
Trina Solar_240W_Polycrystalline_4956,Trina Solar,Polycrystalline,240.0,36.0,0.79,0.04,0.12,1.54,0.98,1.51,46960.0,78266.0
Trina Solar_310W_Polycrystalline_4987,Trina Solar,Polycrystalline,310.0,36.0,0.79,0.06,0.11,1.69,0.95,1.61,76914.0,128190.0
Vsun Solar_450W_Bifacial_50,Vsun Solar,Bifacial,450.0,36.0,0.79,0.04,0.09,1.74,1.0,1.74,92148.0,153580.0
Vsun Solar_260W_Bifacial_143,Vsun Solar,Bifacial,260.0,48.0,0.81,0.05,0.09,1.61,1.0,1.61,59681.0,99469.0
Vsun Solar_470W_Bifacial_214,Vsun Solar,Bifacial,470.0,12.0,0.81,0.05,0.1,2.02,1.0,2.02,111238.0,185398.0
Vsun Solar_530W_Bifacial_222,Vsun Solar,Bifacial,530.0,24.0,0.79,0.05,0.1,2.01,1.0,2.01,101732.0,169554.0
Vsun Solar_380W_Bifacial_358,Vsun Solar,Bifacial,380.0,24.0,0.8,0.04,0.12,1.85,0.99,1.83,72728.0,121212.0
Vsun Solar_520W_Bifacial_383,Vsun Solar,Bifacial,520.0,24.0,0.82,0.05,0.1,2.03,1.0,2.03,132181.0,220301.0
Vsun Solar_540W_Bifacial_388,Vsun Solar,Bifacial,540.0,36.0,0.78,0.05,0.11,2.01,1.0,2.01,102876.0,171460.0
Vsun Solar_260W_Bifacial_418,Vsun Solar,Bifacial,260.0,36.0,0.78,0.05,0.08,1.66,0.92,1.53,50949.0,84915.0
Vsun Solar_170W_Bifacial_437,Vsun Solar,Bifacial,170.0,24.0,0.79,0.04,0.1,1.58,0.87,1.37,43570.0,72616.0
Vsun Solar_560W_Bifacial_438,Vsun Solar,Bifacial,560.0,48.0,0.82,0.06,0.08,2.0,1.0,2.0,120210.0,200350.0
Vsun Solar_330W_Bifacial_471,Vsun Solar,Bifacial,330.0,24.0,0.79,0.05,0.1,1.61,1.0,1.61,68017.0,113361.0
Vsun Solar_160W_Bifacial_480,Vsun Solar,Bifacial,160.0,12.0,0.79,0.05,0.12,1.54,0.92,1.42,33927.0,56545.0
Vsun Solar_330W_Bifacial_511,Vsun Solar,Bifacial,330.0,36.0,0.78,0.04,0.11,1.68,0.97,1.63,86055.0,143425.0
Vsun Solar_60W_Bifacial_538,Vsun Solar,Bifacial,60.0,12.0,0.8,0.05,0.11,1.02,0.65,0.66,14954.0,24924.0
Vsun Solar_160W_Bifacial_545,Vsun Solar,Bifacial,160.0,48.0,0.81,0.04,0.1,1.51,0.85,1.28,33733.0,56221.0
Vsun Solar_530W_Bifacial_675,Vsun Solar,Bifacial,530.0,36.0,0.79,0.05,0.1,2.03,1.0,2.03,93482.0,155804.0
Vsun Solar_90W_Bifacial_693,Vsun Solar,Bifacial,90.0,36.0,0.8,0.05,0.1,1.21,0.61,0.74,19045.0,31741.0
Vsun Solar_340W_Bifacial_774,Vsun Solar,Bifacial,340.0,48.0,0.81,0.04,0.1,1.63,0.91,1.48,78527.0,130879.0
Vsun Solar_170W_Bifacial_776,Vsun Solar,Bifacial,170.0,12.0,0.79,0.06,0.11,1.55,0.99,1.53,42868.0,71446.0
Vsun Solar_410W_Bifacial_811,Vsun Solar,Bifacial,410.0,48.0,0.8,0.04,0.11,1.75,1.0,1.75,95292.0,158820.0
Vsun Solar_540W_Bifacial_823,Vsun Solar,Bifacial,540.0,48.0,0.81,0.05,0.12,2.0,1.0,2.0,140002.0,233336.0
Vsun Solar_50W_Bifacial_828,Vsun Solar,Bifacial,50.0,48.0,0.8,0.04,0.12,1.2,0.59,0.71,9980.0,16634.0
Vsun Solar_280W_Bifacial_895,Vsun Solar,Bifacial,280.0,48.0,0.79,0.04,0.08,1.65,0.92,1.52,69906.0,116510.0
Vsun Solar_190W_Bifacial_903,Vsun Solar,Bifacial,190.0,36.0,0.79,0.05,0.08,1.54,0.89,1.37,35271.0,58785.0
Vsun Solar_580W_Bifacial_916,Vsun Solar,Bifacial,580.0,48.0,0.8,0.04,0.11,2.05,1.0,2.05,124670.0,207784.0
Vsun Solar_140W_Bifacial_953,Vsun Solar,Bifacial,140.0,24.0,0.78,0.06,0.12,1.15,0.62,0.71,36266.0,60444.0
Vsun Solar_100W_Bifacial_1092,Vsun Solar,Bifacial,100.0,24.0,0.79,0.05,0.11,1.25,0.65,0.81,25478.0,42464.0
Vsun Solar_540W_Bifacial_1121,Vsun Solar,Bifacial,540.0,24.0,0.8,0.04,0.12,2.04,1.0,2.04,116972.0,194952.0
Vsun Solar_220W_Bifacial_1158,Vsun Solar,Bifacial,220.0,48.0,0.81,0.04,0.09,1.52,0.94,1.43,48450.0,80750.0
Vsun Solar_80W_Bifacial_1159,Vsun Solar,Bifacial,80.0,12.0,0.8,0.05,0.09,1.18,0.69,0.81,15055.0,25091.0
Vsun Solar_560W_Bifacial_1283,Vsun Solar,Bifacial,560.0,12.0,0.82,0.06,0.12,2.01,1.0,2.01,128704.0,214506.0
Vsun Solar_90W_Bifacial_1316,Vsun Solar,Bifacial,90.0,36.0,0.79,0.05,0.1,1.15,0.63,0.72,20384.0,33972.0
Vsun Solar_600W_Bifacial_1334,Vsun Solar,Bifacial,600.0,48.0,0.79,0.06,0.09,2.03,1.0,2.03,136378.0,227296.0
Vsun Solar_600W_Bifacial_1364,Vsun Solar,Bifacial,600.0,36.0,0.79,0.05,0.11,2.04,1.0,2.04,126788.0,211314.0
Vsun Solar_440W_Bifacial_1375,Vsun Solar,Bifacial,440.0,36.0,0.8,0.05,0.1,1.95,0.99,1.93,108319.0,180531.0
Vsun Solar_490W_Bifacial_1388,Vsun Solar,Bifacial,490.0,36.0,0.79,0.06,0.1,2.04,1.0,2.04,105032.0,175054.0
Vsun Solar_560W_Bifacial_1407,Vsun Solar,Bifacial,560.0,48.0,0.8,0.05,0.09,2.01,1.0,2.01,110636.0,184394.0
Vsun Solar_460W_Bifacial_1423,Vsun Solar,Bifacial,460.0,36.0,0.78,0.04,0.12,2.01,1.0,2.01,95528.0,159214.0
Vsun Solar_600W_Bifacial_1602,Vsun Solar,Bifacial,600.0,36.0,0.82,0.05,0.11,2.01,1.0,2.01,105478.0,175798.0
Vsun Solar_100W_Bifacial_1605,Vsun Solar,Bifacial,100.0,48.0,0.82,0.05,0.1,1.3,0.59,0.77,22305.0,37175.0
