controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_min,price_max
Techfine_MPPT_24V_95A_1877,Techfine,MPPT,24.0,95.0,0.91,96859.0,161431.0
Techfine_MPPT_36V_20A_1953,Techfine,MPPT,36.0,20.0,0.93,111358.0,185596.0
Techfine_MPPT_100V_65A_1973,Techfine,MPPT,100.0,65.0,0.94,78990.0,131650.0
Techfine_MPPT_36V_45A_1978,Techfine,MPPT,36.0,45.0,0.95,74786.0,124642.0
Techfine_MPPT_12V_90A_1989,Techfine,MPPT,12.0,90.0,0.91,60420.0,100700.0
Techfine_MPPT_12V_50A_2017,Techfine,MPPT,12.0,50.0,0.93,81493.0,135821.0
Techfine_MPPT_150V_95A_2023,Techfine,MPPT,150.0,95.0,0.92,78593.0,130989.0
Techfine_MPPT_24V_55A_2040,Techfine,MPPT,24.0,55.0,0.95,100032.0,166720.0
Techfine_MPPT_100V_70A_2065,Techfine,MPPT,100.0,70.0,0.91,64254.0,107090.0
Techfine_MPPT_24V_95A_2088,Techfine,MPPT,24.0,95.0,0.93,65940.0,109900.0
Techfine_MPPT_12V_20A_2122,Techfine,MPPT,12.0,20.0,0.93,111721.0,186201.0
Techfine_MPPT_100V_40A_2246,Techfine,MPPT,100.0,40.0,0.91,75529.0,125881.0
Techfine_MPPT_36V_65A_2251,Techfine,MPPT,36.0,65.0,0.94,83183.0,138639.0
Techfine_MPPT_48V_70A_2267,Techfine,MPPT,48.0,70.0,0.92,61002.0,101670.0
Techfine_MPPT_36V_90A_2271,Techfine,MPPT,36.0,90.0,0.95,85581.0,142635.0
Techfine_MPPT_150V_25A_2276,Techfine,MPPT,150.0,25.0,0.92,94406.0,157344.0
Techfine_MPPT_100V_25A_2297,Techfine,MPPT,100.0,25.0,0.95,83232.0,138720.0
Techfine_MPPT_100V_25A_2325,Techfine,MPPT,100.0,25.0,0.93,92668.0,154448.0
Techfine_MPPT_48V_25A_2335,Techfine,MPPT,48.0,25.0,0.93,64827.0,108045.0
Techfine_MPPT_36V_70A_2353,Techfine,MPPT,36.0,70.0,0.93,95428.0,159048.0
Techfine_MPPT_36V_30A_2395,Techfine,MPPT,36.0,30.0,0.93,78640.0,131068.0
Techfine_MPPT_100V_10A_2399,Techfine,MPPT,100.0,10.0,0.95,111330.0,185550.0
Techfine_MPPT_150V_100A_2441,Techfine,MPPT,150.0,100.0,0.91,99063.0,165105.0
Techfine_MPPT_12V_85A_2482,Techfine,MPPT,12.0,85.0,0.94,64964.0,108274.0
Techfine_MPPT_12V_65A_2491,Techfine,MPPT,12.0,65.0,0.94,110471.0,184119.0
Techfine_MPPT_48V_95A_2579,Techfine,MPPT,48.0,95.0,0.92,100666.0,167776.0
Techfine_MPPT_150V_10A_2586,Techfine,MPPT,150.0,10.0,0.93,77376.0,128960.0
Techfine_MPPT_150V_30A_2636,Techfine,MPPT,150.0,30.0,0.94,100476.0,167460.0
Techfine_MPPT_24V_20A_2646,Techfine,MPPT,24.0,20.0,0.93,67966.0,113278.0
Techfine_MPPT_60V_35A_2647,Techfine,MPPT,60.0,35.0,0.94,100311.0,167185.0
Techfine_MPPT_12V_80A_2667,Techfine,MPPT,12.0,80.0,0.92,67531.0,112551.0
Techfine_MPPT_24V_100A_2675,Techfine,MPPT,24.0,100.0,0.93,75219.0,125365.0
Techfine_MPPT_24V_50A_2682,Techfine,MPPT,24.0,50.0,0.92,61852.0,103088.0
Techfine_MPPT_48V_15A_2695,Techfine,MPPT,48.0,15.0,0.92,94040.0,156732.0
Techfine_MPPT_60V_10A_2716,Techfine,MPPT,60.0,10.0,0.92,95241.0,158735.0
Techfine_MPPT_100V_20A_2717,Techfine,MPPT,100.0,20.0,0.94,105707.0,176179.0
Techfine_MPPT_36V_100A_2719,Techfine,MPPT,36.0,100.0,0.92,69969.0,116615.0
Techfine_MPPT_48V_40A_2731,Techfine,MPPT,48.0,40.0,0.94,73910.0,123184.0
Techfine_MPPT_100V_95A_2740,Techfine,MPPT,100.0,95.0,0.94,101284.0,168806.0
Techfine_MPPT_36V_95A_2788,Techfine,MPPT,36.0,95.0,0.92,61108.0,101846.0
Techfine_MPPT_100V_30A_2827,Techfine,MPPT,100.0,30.0,0.92,100740.0,167900.0
Techfine_MPPT_36V_90A_2828,Techfine,MPPT,36.0,90.0,0.92,74152.0,123586.0
Techfine_MPPT_36V_75A_2871,Techfine,MPPT,36.0,75.0,0.91,82195.0,136991.0
Techfine_MPPT_12V_15A_2890,Techfine,MPPT,12.0,15.0,0.95,80360.0,133934.0
Techfine_MPPT_100V_50A_2892,Techfine,MPPT,100.0,50.0,0.92,79910.0,133182.0
Techfine_MPPT_150V_35A_2893,Techfine,MPPT,150.0,35.0,0.94,69713.0,116189.0
Techfine_MPPT_48V_10A_2897,Techfine,MPPT,48.0,10.0,0.93,81452.0,135752.0
Techfine_MPPT_24V_50A_2900,Techfine,MPPT,24.0,50.0,0.91,61892.0,103152.0
Techfine_MPPT_24V_35A_2912,Techfine,MPPT,24.0,35.0,0.94,65143.0,108571.0
Techfine_MPPT_100V_15A_2982,Techfine,MPPT,100.0,15.0,0.95,94520.0,157532.0
Techfine_MPPT_60V_60A_2993,Techfine,MPPT,60.0,60.0,0.91,78934.0,131558.0
Techfine_MPPT_36V_10A_3055,Techfine,MPPT,36.0,10.0,0.94,81105.0,135175.0
Techfine_MPPT_100V_80A_3056,Techfine,MPPT,100.0,80.0,0.94,102022.0,170038.0
Techfine_MPPT_48V_80A_3070,Techfine,MPPT,48.0,80.0,0.94,80598.0,134330.0
Techfine_MPPT_48V_85A_3103,Techfine,MPPT,48.0,85.0,0.91,88228.0,147046.0
Techfine_MPPT_24V_35A_3229,Techfine,MPPT,24.0,35.0,0.92,96964.0,161606.0
Techfine_MPPT_150V_90A_3233,Techfine,MPPT,150.0,90.0,0.91,104873.0,174789.0
Techfine_MPPT_60V_35A_3236,Techfine,MPPT,60.0,35.0,0.93,108224.0,180372.0
Techfine_MPPT_150V_95A_3248,Techfine,MPPT,150.0,95.0,0.94,94812.0,158020.0
Techfine_MPPT_36V_25A_3255,Techfine,MPPT,36.0,25.0,0.94,64466.0,107444.0
Techfine_MPPT_60V_55A_3290,Techfine,MPPT,60.0,55.0,0.91,62339.0,103899.0
Techfine_MPPT_48V_65A_3313,Techfine,MPPT,48.0,65.0,0.91,87958.0,146598.0
Techfine_MPPT_24V_55A_3355,Techfine,MPPT,24.0,55.0,0.94,83321.0,138869.0
Techfine_MPPT_36V_40A_3365,Techfine,MPPT,36.0,40.0,0.93,84376.0,140626.0
Techfine_MPPT_150V_85A_3375,Techfine,MPPT,150.0,85.0,0.94,70269.0,117115.0
Techfine_MPPT_12V_75A_3379,Techfine,MPPT,12.0,75.0,0.95,109300.0,182166.0
Techfine_MPPT_12V_15A_3415,Techfine,MPPT,12.0,15.0,0.94,106666.0,177778.0
Techfine_MPPT_12V_35A_3448,Techfine,MPPT,12.0,35.0,0.91,92437.0,154061.0
Techfine_MPPT_60V_50A_3474,Techfine,MPPT,60.0,50.0,0.91,60255.0,100425.0
Techfine_MPPT_36V_95A_3482,Techfine,MPPT,36.0,95.0,0.92,100730.0,167884.0
Techfine_MPPT_12V_70A_3506,Techfine,MPPT,12.0,70.0,0.94,93260.0,155434.0
Techfine_MPPT_12V_25A_3512,Techfine,MPPT,12.0,25.0,0.92,80161.0,133601.0
Techfine_MPPT_48V_45A_3516,Techfine,MPPT,48.0,45.0,0.91,76955.0,128259.0
Techfine_MPPT_24V_30A_3535,Techfine,MPPT,24.0,30.0,0.93,75766.0,126276.0
Techfine_MPPT_24V_75A_3538,Techfine,MPPT,24.0,75.0,0.93,80011.0,133351.0
Techfine_MPPT_36V_80A_3573,Techfine,MPPT,36.0,80.0,0.94,98122.0,163538.0
Techfine_MPPT_12V_75A_3575,Techfine,MPPT,12.0,75.0,0.93,92893.0,154821.0
Techfine_MPPT_24V_10A_3651,Techfine,MPPT,24.0,10.0,0.93,97904.0,163172.0
Techfine_MPPT_12V_100A_3664,Techfine,MPPT,12.0,100.0,0.93,68869.0,114781.0
Techfine_MPPT_36V_25A_3711,Techfine,MPPT,36.0,25.0,0.91,92746.0,154576.0
Techfine_MPPT_100V_90A_3721,Techfine,MPPT,100.0,90.0,0.94,106475.0,177459.0
Techfine_MPPT_48V_65A_3722,Techfine,MPPT,48.0,65.0,0.92,106790.0,177982.0
Techfine_MPPT_150V_90A_3735,Techfine,MPPT,150.0,90.0,0.94,95567.0,159279.0
Techfine_MPPT_48V_75A_3737,Techfine,MPPT,48.0,75.0,0.91,101903.0,169839.0
Techfine_MPPT_24V_60A_3787,Techfine,MPPT,24.0,60.0,0.93,94880.0,158134.0
Techfine_MPPT_60V_25A_3788,Techfine,MPPT,60.0,25.0,0.94,78133.0,130221.0
Techfine_MPPT_24V_55A_3794,Techfine,MPPT,24.0,55.0,0.93,96672.0,161120.0
Techfine_MPPT_60V_40A_3796,Techfine,MPPT,60.0,40.0,0.94,73035.0,121725.0
Techfine_MPPT_60V_30A_3847,Techfine,MPPT,60.0,30.0,0.91,79192.0,131988.0
Techfine_MPPT_60V_30A_3852,Techfine,MPPT,60.0,30.0,0.93,105347.0,175579.0
Techfine_MPPT_36V_10A_3883,Techfine,MPPT,36.0,10.0,0.93,96002.0,160002.0
Techfine_MPPT_24V_85A_3887,Techfine,MPPT,24.0,85.0,0.92,62959.0,104931.0
Techfine_MPPT_48V_65A_3889,Techfine,MPPT,48.0,65.0,0.91,89546.0,149242.0
Techfine_MPPT_100V_85A_3898,Techfine,MPPT,100.0,85.0,0.92,80867.0,134779.0
Techfine_MPPT_48V_40A_3904,Techfine,MPPT,48.0,40.0,0.93,85171.0,141951.0
Techfine_MPPT_36V_55A_3941,Techfine,MPPT,36.0,55.0,0.91,105146.0,175242.0
Techfine_MPPT_36V_40A_3959,Techfine,MPPT,36.0,40.0,0.93,102664.0,171108.0
Techfine_MPPT_150V_100A_3976,Techfine,MPPT,150.0,100.0,0.93,65586.0,109310.0
Techfine_MPPT_48V_35A_3977,Techfine,MPPT,48.0,35.0,0.92,112424.0,187372.0
Techfine_MPPT_100V_95A_3994,Techfine,MPPT,100.0,95.0,0.94,101888.0,169812.0
Techfine_MPPT_48V_25A_4012,Techfine,MPPT,48.0,25.0,0.94,94904.0,158172.0
Techfine_MPPT_48V_20A_4014,Techfine,MPPT,48.0,20.0,0.94,97746.0,162910.0
Techfine_MPPT_48V_45A_4028,Techfine,MPPT,48.0,45.0,0.95,93798.0,156330.0
Techfine_MPPT_60V_15A_4039,Techfine,MPPT,60.0,15.0,0.93,63377.0,105629.0
Techfine_MPPT_150V_30A_4044,Techfine,MPPT,150.0,30.0,0.94,106452.0,177420.0
Techfine_MPPT_60V_10A_4119,Techfine,MPPT,60.0,10.0,0.95,102711.0,171185.0
Techfine_MPPT_48V_85A_4159,Techfine,MPPT,48.0,85.0,0.93,89209.0,148681.0
Techfine_MPPT_48V_60A_4170,Techfine,MPPT,48.0,60.0,0.93,89796.0,149660.0
Techfine_MPPT_150V_50A_4202,Techfine,MPPT,150.0,50.0,0.94,82300.0,137166.0
Techfine_MPPT_12V_100A_4206,Techfine,MPPT,12.0,100.0,0.94,102254.0,170422.0
Techfine_MPPT_12V_55A_4216,Techfine,MPPT,12.0,55.0,0.91,84505.0,140841.0
Techfine_MPPT_48V_30A_4226,Techfine,MPPT,48.0,30.0,0.92,80003.0,133339.0
Techfine_MPPT_24V_50A_4239,Techfine,MPPT,24.0,50.0,0.95,74355.0,123925.0
Techfine_MPPT_12V_70A_4287,Techfine,MPPT,12.0,70.0,0.94,86848.0,144746.0
Techfine_MPPT_12V_90A_4354,Techfine,MPPT,12.0,90.0,0.94,88670.0,147782.0
Techfine_MPPT_48V_100A_4357,Techfine,MPPT,48.0,100.0,0.94,99740.0,166232.0
Techfine_MPPT_12V_55A_4359,Techfine,MPPT,12.0,55.0,0.93,99645.0,166075.0
Techfine_MPPT_48V_100A_4368,Techfine,MPPT,48.0,100.0,0.91,74347.0,123911.0
Techfine_MPPT_12V_60A_4441,Techfine,MPPT,12.0,60.0,0.95,101466.0,169110.0
Techfine_MPPT_12V_55A_4443,Techfine,MPPT,12.0,55.0,0.92,65041.0,108401.0
Techfine_MPPT_150V_25A_4495,Techfine,MPPT,150.0,25.0,0.93,104252.0,173754.0
Techfine_MPPT_12V_35A_4542,Techfine,MPPT,12.0,35.0,0.92,96432.0,160720.0
Techfine_MPPT_100V_65A_4555,Techfine,MPPT,100.0,65.0,0.91,108894.0,181490.0
Techfine_MPPT_150V_35A_4571,Techfine,MPPT,150.0,35.0,0.93,96375.0,160625.0
Techfine_MPPT_12V_35A_4576,Techfine,MPPT,12.0,35.0,0.92,84970.0,141616.0
Techfine_MPPT_24V_45A_4597,Techfine,MPPT,24.0,45.0,0.91,88586.0,147644.0
Techfine_MPPT_100V_100A_4618,Techfine,MPPT,100.0,100.0,0.92,80186.0,133642.0
Techfine_MPPT_36V_80A_4626,Techfine,MPPT,36.0,80.0,0.92,109095.0,181825.0
Techfine_MPPT_100V_80A_4641,Techfine,MPPT,100.0,80.0,0.94,87772.0,146288.0
Techfine_MPPT_150V_20A_4669,Techfine,MPPT,150.0,20.0,0.91,110746.0,184576.0
Techfine_MPPT_100V_60A_4682,Techfine,MPPT,100.0,60.0,0.92,101419.0,169031.0
Techfine_MPPT_60V_100A_4685,Techfine,MPPT,60.0,100.0,0.93,96983.0,161639.0
Techfine_MPPT_24V_20A_4695,Techfine,MPPT,24.0,20.0,0.92,87688.0,146146.0
Techfine_MPPT_48V_50A_4709,Techfine,MPPT,48.0,50.0,0.93,73673.0,122789.0
Techfine_MPPT_48V_20A_4712,Techfine,MPPT,48.0,20.0,0.95,61498.0,102498.0
Techfine_MPPT_48V_15A_4720,Techfine,MPPT,48.0,15.0,0.92,99596.0,165994.0
Techfine_MPPT_100V_40A_4729,Techfine,MPPT,100.0,40.0,0.94,60072.0,100120.0
Techfine_MPPT_36V_65A_4732,Techfine,MPPT,36.0,65.0,0.92,74318.0,123864.0
Techfine_MPPT_48V_70A_4744,Techfine,MPPT,48.0,70.0,0.92,78657.0,131095.0
Techfine_MPPT_150V_15A_4753,Techfine,MPPT,150.0,15.0,0.95,80215.0,133691.0
Techfine_MPPT_60V_10A_4794,Techfine,MPPT,60.0,10.0,0.93,66274.0,110456.0
Techfine_MPPT_100V_85A_4802,Techfine,MPPT,100.0,85.0,0.93,107303.0,178839.0
Techfine_MPPT_150V_45A_4819,Techfine,MPPT,150.0,45.0,0.93,111610.0,186018.0
Techfine_MPPT_36V_80A_4828,Techfine,MPPT,36.0,80.0,0.91,105286.0,175478.0
Techfine_MPPT_12V_90A_4836,Techfine,MPPT,12.0,90.0,0.91,82037.0,136729.0
Techfine_MPPT_150V_40A_4838,Techfine,MPPT,150.0,40.0,0.95,81988.0,136648.0
Techfine_MPPT_48V_75A_4892,Techfine,MPPT,48.0,75.0,0.92,85034.0,141724.0
Techfine_MPPT_24V_100A_4900,Techfine,MPPT,24.0,100.0,0.94,88673.0,147789.0
Techfine_MPPT_36V_45A_4951,Techfine,MPPT,36.0,45.0,0.93,62770.0,104616.0
Techfine_MPPT_24V_30A_4953,Techfine,MPPT,24.0,30.0,0.93,107719.0,179531.0
Techfine_MPPT_12V_85A_4959,Techfine,MPPT,12.0,85.0,0.92,91490.0,152482.0
Techfine_MPPT_150V_90A_4970,Techfine,MPPT,150.0,90.0,0.92,84659.0,141099.0
Techfine_MPPT_60V_15A_4994,Techfine,MPPT,60.0,15.0,0.92,85870.0,143116.0
Techfine_PWM_60V_45A_46,Techfine,PWM,60.0,45.0,0.92,78218.0,130362.0
Techfine_PWM_24V_35A_73,Techfine,PWM,24.0,35.0,0.93,92557.0,154261.0
Techfine_PWM_24V_75A_138,Techfine,PWM,24.0,75.0,0.93,82789.0,137981.0
Techfine_PWM_60V_85A_195,Techfine,PWM,60.0,85.0,0.91,111677.0,186129.0
Techfine_PWM_24V_10A_197,Techfine,PWM,24.0,10.0,0.94,84338.0,140562.0
Techfine_PWM_48V_85A_208,Techfine,PWM,48.0,85.0,0.91,93876.0,156460.0
Techfine_PWM_24V_25A_223,Techfine,PWM,24.0,25.0,0.93,84134.0,140222.0
Techfine_PWM_60V_10A_237,Techfine,PWM,60.0,10.0,0.94,93458.0,155762.0
Techfine_PWM_48V_85A_242,Techfine,PWM,48.0,85.0,0.93,77187.0,128645.0
Techfine_PWM_48V_75A_247,Techfine,PWM,48.0,75.0,0.93,91268.0,152112.0
Techfine_PWM_24V_60A_250,Techfine,PWM,24.0,60.0,0.92,94815.0,158025.0
Techfine_PWM_36V_45A_275,Techfine,PWM,36.0,45.0,0.94,67321.0,112201.0
Techfine_PWM_60V_30A_293,Techfine,PWM,60.0,30.0,0.95,67001.0,111669.0
Techfine_PWM_12V_90A_303,Techfine,PWM,12.0,90.0,0.91,111974.0,186624.0
Techfine_PWM_12V_95A_305,Techfine,PWM,12.0,95.0,0.92,109006.0,181676.0
Techfine_PWM_24V_40A_312,Techfine,PWM,24.0,40.0,0.91,86589.0,144315.0
Techfine_PWM_60V_60A_323,Techfine,PWM,60.0,60.0,0.92,95011.0,158351.0
Techfine_PWM_36V_90A_346,Techfine,PWM,36.0,90.0,0.92,106149.0,176915.0
Techfine_PWM_36V_55A_369,Techfine,PWM,36.0,55.0,0.94,75650.0,126084.0
Techfine_PWM_60V_90A_382,Techfine,PWM,60.0,90.0,0.94,64941.0,108235.0
Techfine_PWM_24V_95A_383,Techfine,PWM,24.0,95.0,0.93,86576.0,144294.0
Techfine_PWM_60V_20A_389,Techfine,PWM,60.0,20.0,0.92,88060.0,146768.0
Techfine_PWM_12V_75A_392,Techfine,PWM,12.0,75.0,0.94,92517.0,154195.0
Techfine_PWM_48V_20A_396,Techfine,PWM,48.0,20.0,0.93,72868.0,121448.0
Techfine_PWM_60V_80A_397,Techfine,PWM,60.0,80.0,0.95,70262.0,117104.0
Techfine_PWM_12V_20A_423,Techfine,PWM,12.0,20.0,0.93,111374.0,185622.0
Techfine_PWM_24V_70A_451,Techfine,PWM,24.0,70.0,0.93,95854.0,159756.0
Techfine_PWM_48V_75A_515,Techfine,PWM,48.0,75.0,0.93,94504.0,157508.0
Techfine_PWM_48V_75A_610,Techfine,PWM,48.0,75.0,0.91,61240.0,102066.0
Techfine_PWM_60V_45A_616,Techfine,PWM,60.0,45.0,0.93,92771.0,154619.0
Techfine_PWM_60V_40A_622,Techfine,PWM,60.0,40.0,0.93,60682.0,101138.0
Techfine_PWM_48V_70A_631,Techfine,PWM,48.0,70.0,0.95,88633.0,147721.0
Techfine_PWM_48V_20A_649,Techfine,PWM,48.0,20.0,0.92,77823.0,129705.0
Techfine_PWM_48V_15A_652,Techfine,PWM,48.0,15.0,0.93,62092.0,103488.0
Techfine_PWM_48V_60A_662,Techfine,PWM,48.0,60.0,0.92,68902.0,114838.0
Techfine_PWM_60V_25A_664,Techfine,PWM,60.0,25.0,0.93,94366.0,157276.0
Techfine_PWM_12V_20A_722,Techfine,PWM,12.0,20.0,0.92,60579.0,100965.0
Techfine_PWM_60V_15A_725,Techfine,PWM,60.0,15.0,0.95,66905.0,111509.0
Techfine_PWM_12V_55A_741,Techfine,PWM,12.0,55.0,0.93,108164.0,180272.0
Techfine_PWM_12V_30A_746,Techfine,PWM,12.0,30.0,0.94,83728.0,139548.0
Techfine_PWM_48V_65A_749,Techfine,PWM,48.0,65.0,0.91,92665.0,154441.0
Techfine_PWM_60V_50A_765,Techfine,PWM,60.0,50.0,0.91,80128.0,133548.0
Techfine_PWM_60V_75A_780,Techfine,PWM,60.0,75.0,0.92,96964.0,161608.0
Techfine_PWM_12V_85A_815,Techfine,PWM,12.0,85.0,0.92,61656.0,102760.0
Techfine_PWM_36V_50A_870,Techfine,PWM,36.0,50.0,0.95,93632.0,156054.0
Techfine_PWM_48V_100A_888,Techfine,PWM,48.0,100.0,0.92,101333.0,168889.0
Techfine_PWM_12V_45A_890,Techfine,PWM,12.0,45.0,0.95,97004.0,161674.0
Techfine_PWM_36V_65A_912,Techfine,PWM,36.0,65.0,0.93,89548.0,149248.0
Techfine_PWM_48V_10A_922,Techfine,PWM,48.0,10.0,0.94,91080.0,151800.0
Techfine_PWM_12V_60A_937,Techfine,PWM,12.0,60.0,0.94,93616.0,156026.0
Techfine_PWM_24V_60A_944,Techfine,PWM,24.0,60.0,0.95,93640.0,156066.0
Techfine_PWM_48V_30A_960,Techfine,PWM,48.0,30.0,0.94,98605.0,164341.0
Techfine_PWM_36V_40A_962,Techfine,PWM,36.0,40.0,0.93,95914.0,159856.0
Techfine_PWM_36V_90A_977,Techfine,PWM,36.0,90.0,0.95,94055.0,156759.0
Techfine_PWM_24V_50A_983,Techfine,PWM,24.0,50.0,0.94,62776.0,104628.0
Techfine_PWM_60V_15A_995,Techfine,PWM,60.0,15.0,0.92,81148.0,135248.0
Techfine_PWM_24V_35A_999,Techfine,PWM,24.0,35.0,0.92,92839.0,154731.0
Techfine_PWM_48V_95A_1013,Techfine,PWM,48.0,95.0,0.94,111592.0,185988.0
Techfine_PWM_12V_65A_1014,Techfine,PWM,12.0,65.0,0.93,79387.0,132311.0
Techfine_PWM_24V_15A_1059,Techfine,PWM,24.0,15.0,0.91,110429.0,184049.0
Techfine_PWM_60V_55A_1070,Techfine,PWM,60.0,55.0,0.92,63173.0,105289.0
Techfine_PWM_24V_75A_1073,Techfine,PWM,24.0,75.0,0.92,106510.0,177516.0
Techfine_PWM_36V_65A_1094,Techfine,PWM,36.0,65.0,0.91,74794.0,124658.0
Techfine_PWM_36V_25A_1126,Techfine,PWM,36.0,25.0,0.94,96837.0,161395.0
Techfine_PWM_48V_95A_1166,Techfine,PWM,48.0,95.0,0.93,103071.0,171785.0
Techfine_PWM_12V_65A_1171,Techfine,PWM,12.0,65.0,0.92,108261.0,180435.0
Techfine_PWM_60V_15A_1234,Techfine,PWM,60.0,15.0,0.92,84690.0,141150.0
Techfine_PWM_24V_15A_1306,Techfine,PWM,24.0,15.0,0.93,102358.0,170598.0
Techfine_PWM_12V_35A_1327,Techfine,PWM,12.0,35.0,0.94,96999.0,161665.0
Techfine_PWM_60V_15A_1337,Techfine,PWM,60.0,15.0,0.91,107959.0,179931.0
Techfine_PWM_36V_100A_1367,Techfine,PWM,36.0,100.0,0.93,86593.0,144321.0
Techfine_PWM_36V_90A_1370,Techfine,PWM,36.0,90.0,0.93,81432.0,135720.0
Techfine_PWM_24V_55A_1373,Techfine,PWM,24.0,55.0,0.91,64202.0,107002.0
Techfine_PWM_12V_45A_1395,Techfine,PWM,12.0,45.0,0.91,90910.0,151518.0
Techfine_PWM_48V_50A_1418,Techfine,PWM,48.0,50.0,0.92,96267.0,160445.0
Techfine_PWM_60V_90A_1434,Techfine,PWM,60.0,90.0,0.92,81083.0,135139.0
Techfine_PWM_48V_60A_1461,Techfine,PWM,48.0,60.0,0.93,105229.0,175381.0
Techfine_PWM_24V_25A_1470,Techfine,PWM,24.0,25.0,0.95,68294.0,113824.0
Techfine_PWM_36V_15A_1491,Techfine,PWM,36.0,15.0,0.95,112452.0,187420.0
Techfine_PWM_12V_50A_1532,Techfine,PWM,12.0,50.0,0.92,73720.0,122866.0
Techfine_PWM_60V_10A_1601,Techfine,PWM,60.0,10.0,0.93,66022.0,110036.0
Techfine_PWM_48V_100A_1617,Techfine,PWM,48.0,100.0,0.92,103096.0,171826.0
Techfine_PWM_48V_80A_1627,Techfine,PWM,48.0,80.0,0.91,111091.0,185151.0
Techfine_PWM_12V_15A_1645,Techfine,PWM,12.0,15.0,0.93,87077.0,145129.0
Techfine_PWM_48V_45A_1697,Techfine,PWM,48.0,45.0,0.93,110828.0,184714.0
Techfine_PWM_48V_55A_1699,Techfine,PWM,48.0,55.0,0.94,109934.0,183222.0
Techfine_PWM_24V_65A_1740,Techfine,PWM,24.0,65.0,0.93,85568.0,142612.0
Techfine_PWM_36V_45A_1777,Techfine,PWM,36.0,45.0,0.94,65636.0,109394.0
Techfine_PWM_12V_90A_1795,Techfine,PWM,12.0,90.0,0.91,106550.0,177584.0
Techfine_PWM_60V_50A_1838,Techfine,PWM,60.0,50.0,0.93,62036.0,103394.0
Techfine_PWM_60V_60A_1845,Techfine,PWM,60.0,60.0,0.94,109452.0,182420.0
Techfine_PWM_24V_10A_1890,Techfine,PWM,24.0,10.0,0.93,87998.0,146662.0
Techfine_PWM_12V_40A_1917,Techfine,PWM,12.0,40.0,0.94,68134.0,113556.0
Techfine_PWM_36V_30A_1923,Techfine,PWM,36.0,30.0,0.93,102716.0,171192.0
Techfine_PWM_24V_85A_1925,Techfine,PWM,24.0,85.0,0.94,104189.0,173649.0
Techfine_PWM_60V_35A_1933,Techfine,PWM,60.0,35.0,0.91,86977.0,144961.0
Techfine_PWM_60V_50A_1939,Techfine,PWM,60.0,50.0,0.94,81531.0,135885.0
Techfine_PWM_12V_100A_1944,Techfine,PWM,12.0,100.0,0.94,61144.0,101906.0
Techfine_PWM_48V_70A_1965,Techfine,PWM,48.0,70.0,0.94,105373.0,175621.0
Techfine_PWM_48V_45A_1976,Techfine,PWM,48.0,45.0,0.93,62265.0,103775.0
Techfine_PWM_24V_90A_1980,Techfine,PWM,24.0,90.0,0.93,72141.0,120235.0
Techfine_PWM_48V_10A_1993,Techfine,PWM,48.0,10.0,0.93,75901.0,126501.0
Techfine_PWM_60V_55A_1998,Techfine,PWM,60.0,55.0,0.92,94227.0,157045.0
Techfine_PWM_24V_100A_2013,Techfine,PWM,24.0,100.0,0.93,61797.0,102995.0
Techfine_PWM_24V_25A_2015,Techfine,PWM,24.0,25.0,0.95,108859.0,181431.0
Techfine_PWM_48V_50A_2016,Techfine,PWM,48.0,50.0,0.93,111050.0,185084.0
Techfine_PWM_12V_10A_2045,Techfine,PWM,12.0,10.0,0.94,109276.0,182128.0
Techfine_PWM_60V_35A_2051,Techfine,PWM,60.0,35.0,0.93,96430.0,160718.0
Techfine_PWM_60V_75A_2070,Techfine,PWM,60.0,75.0,0.92,97422.0,162370.0
Techfine_PWM_24V_25A_2089,Techfine,PWM,24.0,25.0,0.94,71995.0,119991.0
Techfine_PWM_60V_80A_2107,Techfine,PWM,60.0,80.0,0.94,80951.0,134919.0
Techfine_PWM_12V_75A_2120,Techfine,PWM,12.0,75.0,0.91,100939.0,168231.0
Techfine_PWM_24V_95A_2136,Techfine,PWM,24.0,95.0,0.92,64255.0,107091.0
Techfine_PWM_36V_35A_2152,Techfine,PWM,36.0,35.0,0.94,78099.0,130165.0
Techfine_PWM_12V_80A_2162,Techfine,PWM,12.0,80.0,0.93,83898.0,139830.0
Techfine_PWM_12V_75A_2189,Techfine,PWM,12.0,75.0,0.94,87357.0,145595.0
Techfine_PWM_60V_60A_2199,Techfine,PWM,60.0,60.0,0.92,60506.0,100844.0
Techfine_PWM_36V_10A_2216,Techfine,PWM,36.0,10.0,0.94,108952.0,181588.0
Techfine_PWM_60V_20A_2240,Techfine,PWM,60.0,20.0,0.92,101893.0,169821.0
Techfine_PWM_60V_85A_2264,Techfine,PWM,60.0,85.0,0.91,96624.0,161040.0
Techfine_PWM_36V_10A_2288,Techfine,PWM,36.0,10.0,0.95,79578.0,132630.0
Techfine_PWM_36V_60A_2316,Techfine,PWM,36.0,60.0,0.91,103091.0,171819.0
Techfine_PWM_24V_45A_2330,Techfine,PWM,24.0,45.0,0.93,64949.0,108249.0
Techfine_PWM_24V_40A_2343,Techfine,PWM,24.0,40.0,0.92,90132.0,150220.0
Techfine_PWM_12V_45A_2372,Techfine,PWM,12.0,45.0,0.95,107041.0,178401.0
Techfine_PWM_12V_90A_2384,Techfine,PWM,12.0,90.0,0.95,102698.0,171164.0
